"file_name","has_bad_site_id","has_values_above_2000","has_negatives","site_ids"
"NO2_2008",FALSE,FALSE,TRUE,"010102, 010301, 010401, 030118, 030120, 030310, 031001, 040103, 040203, 040206, 040207, 040302, 050103, 050113, 050119, 050121, 050126, 050133, 050204, 050308, 052601, 054401, 054703, 055301, 060106, 060512, 060513, 060709, 060809, 061004, 061104, 061201, 061402, 061502, 061603, 062001, 062501, 062601, 065001, 065101, 065601, 065801, 070118, 070203, 080211, 080402, 090120, 090222, 090302, 090402, 090502, 090601, 090602, 090603, 090605, 090701, 090702, 090703, 090801, 090806, 091201, 091301, 091401, 091501, 091601, 091801, 091901, 092101, 092201, 092301, 092601, 093101, 093801, 093901, 094201, 094301, 094601, 100110, 100111, 100118, 100119, 100121, 100125, 100126, 100127, 100128, 100132, 100134, 100202, 100304, 100307, 100314, 100315, 100402, 100701, 101003, 101004, 101101, 101202, 101301, 101401, 101501, 101701, 102102, 102301, 102401, 102701, 102801, 103903, 104003, 105001, 105604, 119003, 129003, 129102, 129103, 129202"
"NO2_2009",FALSE,FALSE,TRUE,"010102, 010401, 010602, 030120, 030310, 040103, 040203, 040206, 040207, 040302, 050109, 050113, 050116, 050121, 050126, 050128, 050133, 050134, 050204, 050308, 050310, 050311, 052601, 054401, 054703, 055301, 060104, 060106, 060211, 060429, 060512, 060709, 060809, 060903, 061004, 061104, 061402, 061603, 062501, 062601, 063001, 065101, 065801, 070203, 080110, 080211, 080402, 081001, 090120, 090222, 090302, 090402, 090502, 090601, 090602, 090603, 090605, 090701, 090702, 090703, 090801, 090806, 091201, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092101, 092201, 092301, 092601, 093101, 093801, 093901, 094301, 094601, 100111, 100118, 100125, 100126, 100127, 100132, 100135, 100202, 100304, 100701, 101003, 101004, 101101, 101202, 101301, 101401, 101501, 101601, 101701, 102102, 102301, 102401, 102701, 102801, 103903, 104003, 104803, 105001, 105301, 106700, 106701, 129003, 129102, 129202"
"NO2_2010",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 030118, 030120, 030201, 030310, 030311, 030701, 031001, 040103, 040206, 040208, 040302, 041302, 050110, 050113, 050119, 050121, 050126, 050128, 050129, 050133, 050204, 050308, 050310, 050311, 052601, 054401, 054703, 055301, 060104, 060106, 060434, 060513, 060709, 060809, 060903, 061004, 061104, 061402, 061502, 061603, 061802, 062501, 062601, 063001, 063701, 065101, 065201, 065401, 065801, 070118, 070119, 070203, 080110, 080211, 080402, 081001, 090120, 090222, 090228, 090402, 090502, 090601, 090602, 090603, 090605, 090606, 090701, 090702, 090703, 090801, 090806, 091201, 091301, 091401, 091501, 091701, 091801, 091901, 092102, 092201, 092301, 092601, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100118, 100125, 100126, 100127, 100128, 100134, 100140, 100202, 100304, 100701, 101003, 101004, 101101, 101202, 101301, 101401, 101501, 101601, 101701, 102102, 102301, 102401, 102701, 102801, 103903, 104003, 104803, 105001, 105301, 105604, 106700, 106701, 129003, 129102, 129103, 129202"
"NO2_2011",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 030118, 030120, 030201, 030310, 030701, 030901, 031001, 040103, 040203, 040206, 040208, 040302, 041302, 050103, 050110, 050113, 050119, 050121, 050126, 050128, 050129, 050134, 050204, 050308, 050310, 050311, 052601, 054703, 055301, 060104, 060106, 060204, 060428, 060434, 060513, 060709, 060809, 060903, 061004, 061104, 061201, 061402, 061502, 061603, 061702, 061802, 062001, 062501, 062601, 063001, 063701, 065201, 065801, 070118, 070119, 080110, 080211, 080402, 081001, 090120, 090130, 090222, 090228, 090302, 090402, 090502, 090602, 090603, 090606, 090701, 090702, 090703, 090801, 090806, 091201, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092102, 092201, 092301, 092601, 093101, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100126, 100140, 100304, 100308, 100701, 101003, 101101, 101202, 101301, 101401, 101601, 101701, 102102, 102301, 102401, 102801, 104003, 104803, 105001, 105301, 105604, 106700, 106701, 119004, 129003, 129102, 129103, 129202, 129203"
"NO2_2012",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 030118, 030120, 030201, 030310, 030701, 030901, 031001, 040103, 040203, 040206, 040207, 040208, 040302, 041302, 050103, 050110, 050113, 050119, 050126, 050128, 050129, 050133, 050204, 050308, 052601, 055301, 060104, 060106, 060211, 060428, 060430, 060512, 060513, 060709, 060903, 061004, 061104, 061402, 061502, 061603, 061702, 061802, 062001, 062501, 062601, 063001, 063701, 065201, 065401, 065801, 070118, 070119, 070203, 080110, 080211, 080402, 081001, 090120, 090121, 090130, 090222, 090228, 090302, 090502, 090601, 090602, 090603, 090606, 090701, 090702, 090703, 090801, 090806, 091101, 091201, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092101, 092201, 092301, 092601, 092901, 093101, 093801, 093901, 094202, 094301, 094401, 094601, 100118, 100126, 100127, 100135, 100140, 100202, 100304, 100308, 100701, 101005, 101101, 101202, 101301, 101401, 101601, 102102, 102301, 102401, 102701, 102801, 103502, 104003, 104803, 105001, 105301, 105604, 106700, 106701, 119004, 129003, 129102, 129103, 129203"
"NO2_2013",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 030118, 030120, 030201, 030310, 030701, 030901, 040103, 040203, 040206, 040208, 040302, 041302, 050103, 050113, 050116, 050119, 050126, 050128, 050129, 050133, 050134, 050135, 050204, 050308, 052601, 055301, 060104, 060106, 060211, 060303, 060428, 060512, 060513, 060709, 060809, 060904, 061104, 061201, 061402, 061502, 061603, 061702, 061802, 062001, 062501, 062601, 063001, 063701, 065001, 065201, 065401, 065801, 070118, 070119, 070203, 080110, 080111, 081001, 090120, 090121, 090130, 090222, 090228, 090302, 090402, 090502, 090601, 090602, 090606, 090701, 090702, 090703, 090801, 090806, 091101, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092301, 092601, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100126, 100128, 100134, 100140, 100202, 100304, 100308, 100701, 101003, 101005, 101202, 101301, 101401, 101601, 101701, 102102, 102301, 102401, 102701, 102801, 103502, 104003, 104803, 105001, 105301, 106700, 106701, 107100, 119004, 129003, 129102, 129203, 129303"
"NO2_2014",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011001, 020104, 020301, 020401, 030118, 030120, 030201, 030310, 030701, 030901, 040103, 040203, 040206, 040207, 040208, 040302, 041302, 050103, 050113, 050116, 050119, 050121, 050126, 050128, 050129, 050133, 050135, 050204, 050308, 052601, 054401, 054501, 055301, 060104, 060106, 060304, 060410, 060428, 060434, 060513, 060709, 060809, 061004, 061104, 061201, 061302, 061402, 061502, 061603, 061702, 061802, 062001, 062501, 062601, 063001, 063701, 065201, 065401, 070118, 070119, 070203, 080111, 080402, 081001, 090120, 090121, 090130, 090222, 090302, 090402, 090502, 090601, 090602, 090606, 090701, 090702, 090703, 090801, 090806, 091101, 091301, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092301, 092601, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100118, 100126, 100127, 100134, 100135, 100140, 100143, 100202, 100304, 100308, 100401, 100701, 101003, 101005, 101101, 101202, 101301, 101401, 101501, 101601, 101701, 102102, 102301, 102401, 102701, 103502, 103602, 104003, 104803, 105001, 105301, 106800, 107100, 119004, 129003, 129102, 129203, 129303"
"NO2_2015",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011001, 020104, 020301, 020401, 030118, 030120, 030201, 030310, 030701, 030901, 040103, 040203, 040206, 040207, 040208, 040302, 041302, 050103, 050109, 050113, 050119, 050121, 050126, 050128, 050129, 050133, 050134, 050135, 050204, 050308, 052601, 054401, 054501, 055301, 060104, 060106, 060211, 060304, 060410, 060428, 060434, 060709, 060809, 060904, 061004, 061104, 061201, 061302, 061402, 061502, 061603, 061702, 061802, 062001, 062501, 062601, 063001, 063701, 065001, 065201, 065301, 065401, 065801, 070118, 070119, 070203, 080111, 080211, 080402, 081001, 090120, 090121, 090130, 090135, 090222, 090228, 090229, 090230, 090304, 090502, 090601, 090602, 090603, 090606, 090701, 090702, 090703, 090801, 090806, 090807, 091101, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092102, 092201, 092301, 092601, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100126, 100127, 100128, 100135, 100140, 100143, 100202, 100304, 100308, 100401, 100701, 101005, 101202, 101301, 101401, 101501, 101601, 101603, 101701, 102102, 102301, 102401, 102503, 102701, 103502, 103602, 104003, 104803, 105001, 105301, 105504, 106800, 107100, 119004, 129003, 129102, 129203, 129601"
"NO2_2016",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030118, 030120, 030201, 030310, 030701, 030901, 031101, 040103, 040203, 040206, 040207, 040209, 040302, 041302, 050103, 050113, 050119, 050122, 050126, 050128, 050129, 050134, 050135, 050137, 050204, 050308, 052601, 054401, 054501, 055301, 055702, 060104, 060106, 060304, 060428, 060434, 060435, 060438, 060513, 060610, 060709, 060904, 061104, 061201, 061302, 061402, 061502, 061603, 061702, 061802, 062001, 062501, 062601, 063001, 063701, 065101, 065201, 065301, 065401, 065801, 070119, 070203, 080111, 080211, 080402, 081001, 090120, 090121, 090130, 090134, 090135, 090136, 090222, 090229, 090230, 090304, 090402, 090502, 090601, 090602, 090603, 090606, 090609, 090701, 090702, 090801, 090806, 090807, 090808, 091101, 091301, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092301, 092601, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100103, 100111, 100126, 100127, 100128, 100132, 100134, 100135, 100140, 100143, 100202, 100304, 100308, 100401, 100701, 101003, 101005, 101202, 101301, 101401, 101501, 101603, 101701, 102102, 102301, 102401, 102503, 102701, 103502, 103602, 104003, 104803, 105001, 105301, 105504, 106800, 107100, 119004, 129003, 129102, 129203, 129303, 129601"
"NO2_2017",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030113, 030118, 030120, 030201, 030310, 030701, 030901, 031101, 040103, 040104, 040203, 040207, 040209, 040302, 041302, 041501, 050103, 050113, 050119, 050122, 050126, 050128, 050129, 050133, 050135, 050137, 050204, 050308, 054401, 054501, 055301, 055702, 060104, 060106, 060304, 060410, 060430, 060434, 060440, 060450, 060513, 060709, 060904, 061009, 061104, 061201, 061302, 061402, 061502, 061702, 061802, 062001, 062601, 063001, 063701, 065001, 065201, 065301, 065401, 065801, 070119, 080111, 080402, 080502, 081001, 082002, 090120, 090121, 090134, 090135, 090136, 090222, 090229, 090250, 090302, 090304, 090402, 090502, 090601, 090602, 090603, 090607, 090608, 090609, 090701, 090702, 090801, 090806, 090807, 090808, 091101, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092601, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100121, 100126, 100127, 100128, 100134, 100135, 100140, 100202, 100304, 100308, 100401, 100701, 101003, 101005, 101202, 101301, 101401, 101501, 101603, 101701, 102102, 102301, 102401, 102503, 102701, 103502, 103602, 104003, 104803, 105001, 105301, 105504, 106800, 107100, 119004, 129003, 129102, 129203, 129303, 129601"
"NO2_2018",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030113, 030118, 030120, 030201, 030310, 030901, 031101, 040104, 040203, 040207, 040209, 040302, 041302, 041501, 050103, 050113, 050119, 050122, 050126, 050128, 050129, 050133, 050134, 050135, 050137, 050204, 050308, 054401, 055301, 055702, 060104, 060204, 060211, 060304, 060434, 060440, 060450, 060513, 060610, 060709, 060809, 060904, 061009, 061104, 061201, 061302, 061402, 061502, 061703, 061802, 062001, 062601, 063001, 063701, 065001, 065101, 065201, 065301, 065401, 065801, 080111, 080211, 080402, 080502, 081001, 082002, 090120, 090121, 090133, 090135, 090136, 090229, 090230, 090235, 090250, 090302, 090402, 090502, 090601, 090602, 090603, 090607, 090608, 090609, 090701, 090702, 090801, 090805, 090806, 090807, 090808, 091101, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092601, 092901, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100126, 100128, 100132, 100134, 100135, 100140, 100202, 100304, 100308, 100701, 101005, 101202, 101301, 101401, 101501, 101603, 102102, 102301, 102401, 102503, 102701, 103502, 103602, 104003, 104301, 104304, 104803, 104804, 105001, 105301, 105504, 107100, 119004, 129003, 129102, 129203, 129303, 129601"
"NO2_2019",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030113, 030120, 030201, 030310, 030901, 031101, 040104, 040203, 040207, 040209, 040302, 040901, 041302, 041501, 050103, 050109, 050113, 050119, 050122, 050126, 050128, 050129, 050134, 050135, 050137, 050204, 050308, 050310, 050311, 054401, 055301, 055702, 060104, 060304, 060410, 060430, 060433, 060434, 060435, 060440, 060450, 060521, 060709, 060809, 060904, 061007, 061009, 061104, 061201, 061302, 061502, 061703, 061802, 062001, 062601, 063001, 063701, 065001, 065101, 065201, 065301, 065401, 065801, 067001, 070301, 080211, 080402, 080502, 081001, 082002, 090120, 090121, 090130, 090133, 090135, 090136, 090229, 090235, 090250, 090302, 090402, 090502, 090601, 090602, 090603, 090607, 090608, 090609, 090701, 090702, 090801, 090805, 090806, 090807, 090808, 091101, 091301, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092601, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100110, 100111, 100121, 100126, 100127, 100128, 100135, 100140, 100141, 100202, 100304, 100308, 100701, 101005, 101202, 101301, 101401, 101501, 101603, 101904, 102102, 102402, 102503, 102701, 103502, 103904, 104003, 104301, 104304, 104804, 105001, 105301, 105504, 107100, 119004, 129003, 129102, 129203, 129303, 129601"
"NO2_2020",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030113, 030120, 030201, 030310, 030901, 031101, 040104, 040203, 040207, 040209, 040302, 040901, 041302, 041501, 041601, 050103, 050109, 050113, 050119, 050122, 050124, 050126, 050128, 050129, 050134, 050135, 050137, 050138, 050204, 050308, 050310, 050311, 050313, 054401, 055301, 055702, 060104, 060304, 060410, 060450, 060521, 060709, 060809, 060904, 061007, 061009, 061104, 061201, 061402, 061502, 061703, 061802, 062001, 062601, 063701, 065001, 065101, 065201, 065301, 065401, 070301, 080402, 080502, 082002, 090120, 090121, 090134, 090135, 090136, 090229, 090230, 090235, 090250, 090302, 090402, 090502, 090601, 090602, 090603, 090607, 090608, 090609, 090701, 090702, 090801, 090805, 090806, 090807, 090808, 091101, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092601, 092801, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100121, 100126, 100127, 100128, 100134, 100140, 100141, 100143, 100202, 100304, 100308, 100703, 101005, 101101, 101202, 101401, 101501, 101603, 101705, 101904, 102102, 102402, 102503, 102701, 103502, 103602, 103904, 104003, 104301, 104304, 104804, 105001, 105301, 105504, 107100, 119004, 129003, 129102, 129203, 129601"
"NO2_2021",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030113, 030120, 030201, 030310, 030901, 031101, 040104, 040203, 040207, 040209, 040302, 040901, 041302, 041501, 041601, 050103, 050109, 050113, 050119, 050122, 050124, 050126, 050128, 050129, 050135, 050137, 050204, 050308, 050310, 050311, 050313, 054401, 055301, 055702, 060104, 060211, 060304, 060430, 060434, 060450, 060521, 060709, 060809, 061007, 061009, 061104, 061201, 061402, 061502, 061603, 061703, 061802, 062001, 062601, 063701, 065001, 065101, 065201, 065301, 065401, 065801, 067001, 070119, 070301, 080111, 080211, 080402, 080502, 082002, 090120, 090121, 090134, 090135, 090136, 090229, 090230, 090235, 090250, 090302, 090304, 090402, 090502, 090601, 090602, 090603, 090607, 090608, 090609, 090701, 090702, 090801, 090805, 090806, 090807, 090808, 091101, 091301, 091401, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092601, 092801, 092901, 093101, 093202, 093801, 093901, 094202, 094301, 094401, 094601, 100111, 100121, 100126, 100128, 100134, 100135, 100138, 100140, 100141, 100143, 100202, 100304, 100308, 100401, 100703, 101003, 101005, 101101, 101202, 101401, 101501, 101603, 101705, 101706, 101904, 102102, 102402, 102503, 102701, 103502, 103602, 103904, 104003, 104301, 104304, 104804, 105001, 105301, 105504, 107100, 119004, 129003, 129102, 129203, 129601"
"NO2_2022",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030113, 030120, 030201, 030310, 030901, 031101, 040104, 040203, 040207, 040209, 040302, 040901, 041302, 041501, 041601, 050103, 050109, 050113, 050119, 050122, 050124, 050126, 050128, 050129, 050134, 050135, 050136, 050137, 050204, 050308, 050310, 050311, 050313, 054401, 055301, 055702, 060104, 060211, 060304, 060430, 060434, 060440, 060450, 060521, 060610, 060709, 060809, 060904, 061007, 061009, 061104, 061201, 061302, 061502, 061703, 061802, 062001, 062601, 063001, 063701, 065001, 065101, 065201, 065301, 065401, 065801, 067001, 070119, 070301, 080211, 080402, 080502, 082002, 090121, 090133, 090134, 090135, 090136, 090141, 090229, 090230, 090250, 090302, 090304, 090402, 090502, 090601, 090602, 090603, 090607, 090608, 090609, 090701, 090702, 090801, 090805, 090806, 090807, 090808, 090809, 091101, 091301, 091501, 091601, 091701, 091801, 091901, 092001, 092201, 092202, 092601, 092901, 093101, 093202, 093205, 093801, 093901, 094202, 094301, 094401, 094601, 094701, 100111, 100121, 100126, 100127, 100128, 100135, 100138, 100140, 100141, 100143, 100202, 100304, 100308, 100401, 100703, 101003, 101005, 101101, 101202, 101401, 101501, 101603, 101706, 101904, 102102, 102503, 103502, 103904, 104003, 104301, 104804, 105001, 105301, 105504, 107100, 119004, 129003, 129102, 129203, 129601"
"NO2_2023",FALSE,FALSE,TRUE,"010102, 010401, 010501, 010602, 010901, 011002, 020104, 020301, 020401, 030113, 030120, 030201, 030310, 030901, 031101, 040104, 040203, 040207, 040209, 040302, 040901, 041302, 041501, 041601, 050103, 050113, 050119, 050122, 050126, 050128, 050129, 050134, 050136, 050137, 050138, 050204, 050308, 050310, 050311, 050313, 054401, 055301, 055702, 060104, 060304, 060450, 060610, 060709, 060809, 060904, 061007, 061009, 061104, 061201, 061402, 061502, 061603, 061703, 061802, 062001, 062601, 063001, 063701, 065001, 065101, 065201, 065301, 065401, 065801, 067001, 070119, 070301, 080111, 080402, 081001, 082002, 090134, 090135, 090136, 090141, 090230, 090250, 090302, 090304, 090502, 090601, 090602, 090603, 090607, 090608, 090609, 090701, 090702, 090801, 090805, 090806, 090807, 090808, 090809, 091101, 091501, 091601, 091701, 091801, 091901, 092001, 092202, 092601, 092901, 093101, 093202, 093205, 093801, 093901, 094202, 094301, 094401, 094601, 094701, 100111, 100121, 100126, 100127, 100128, 100135, 100138, 100140, 100141, 100143, 100202, 100304, 100308, 100401, 100703, 101003, 101005, 101101, 101202, 101301, 101401, 101501, 101603, 101706, 101904, 102102, 102402, 102503, 102701, 103502, 103602, 103904, 104003, 104301, 104804, 105001, 105301, 105504, 107100, 119004, 129003, 129102, 129203, 129601, 129701"
"O3_1974",FALSE,FALSE,TRUE,"050102, 050103, 050104, 050109, 050304, 060204, 060401, 060410, 060501, 060602, 061001, 070101, 090114, 090122, 090219, 090222, 100105, 100106, 100108"
"O3_1975",FALSE,FALSE,TRUE,"030116, 050102, 050103, 050104, 050109, 050110, 050111, 050112, 050304, 060101, 060204, 060401, 060402, 060410, 060501, 060602, 060901, 061001, 061201, 070101, 090114, 090122, 090219, 090222, 100105, 100106, 100108, 100109, 100110, 100302"
"O3_1976",FALSE,FALSE,TRUE,"030116, 050102, 050103, 050104, 050109, 050110, 050111, 050112, 050113, 050304, 060101, 060104, 060204, 060401, 060402, 060403, 060410, 060413, 060501, 060901, 061001, 061201, 061301, 061501, 070101, 070118, 090114, 090122, 090130, 090219, 090222, 100106, 100108, 100109, 100110, 100302"
"O3_1977",FALSE,FALSE,TRUE,"030115, 030116, 050102, 050103, 050104, 050109, 050110, 050111, 050112, 050113, 050115, 050304, 060101, 060104, 060204, 060401, 060402, 060403, 060410, 060413, 060414, 060501, 060602, 060901, 061001, 061201, 061301, 061501, 061601, 070101, 070118, 090122, 090130, 090219, 090222, 100106, 100108, 100109, 100110, 100111, 100302"
"O3_1978",FALSE,FALSE,TRUE,"030115, 050102, 050103, 050104, 050109, 050110, 050111, 050112, 050113, 050115, 050116, 050304, 060101, 060104, 060204, 060401, 060402, 060403, 060410, 060413, 060414, 060415, 060501, 060602, 060901, 061001, 061004, 061201, 061301, 061501, 061601, 070118, 070119, 080109, 090122, 090130, 090219, 090222, 100106, 100108, 100109, 100110, 100111, 100302"
"O3_1979",FALSE,FALSE,TRUE,"030115, 040202, 050102, 050103, 050104, 050109, 050111, 050112, 050113, 050115, 050116, 050304, 060101, 060104, 060204, 060401, 060402, 060403, 060410, 060413, 060414, 060415, 060501, 060602, 060901, 061004, 061201, 061301, 061501, 061601, 061701, 070118, 070119, 080109, 090122, 090130, 090219, 090222, 090227, 100106, 100108, 100109, 100110, 100111, 100302"
"O3_1980",FALSE,FALSE,TRUE,"030115, 030116, 040202, 040203, 040204, 050102, 050103, 050104, 050109, 050110, 050111, 050112, 050113, 050115, 050116, 050304, 050306, 060101, 060104, 060105, 060204, 060401, 060402, 060403, 060410, 060413, 060414, 060415, 060501, 060602, 060901, 061004, 061005, 061201, 061301, 061501, 061601, 061602, 061701, 062101, 062201, 062501, 062601, 062701, 063001, 063201, 070118, 070119, 080109, 090122, 090130, 090222, 090227, 100106, 100108, 100109, 100110, 100111, 100112, 100302"
"O3_1981",FALSE,FALSE,TRUE,"030115, 030116, 040202, 040203, 050102, 050103, 050104, 050109, 050110, 050111, 050112, 050113, 050115, 050116, 050304, 050306, 060101, 060104, 060105, 060204, 060401, 060402, 060403, 060410, 060413, 060414, 060415, 060417, 060418, 060501, 060602, 060806, 060901, 061004, 061005, 061201, 061301, 061501, 061602, 061701, 062101, 062201, 062501, 062601, 062701, 063001, 063101, 063201, 063301, 070118, 070119, 080109, 090122, 090130, 090222, 090227, 100106, 100108, 100110, 100111, 100112, 100302"
"O3_1982",FALSE,FALSE,TRUE,"030115, 030116, 040202, 040203, 040204, 050102, 050103, 050104, 050108, 050109, 050110, 050112, 050113, 050115, 050116, 050304, 050306, 060101, 060104, 060105, 060204, 060402, 060403, 060410, 060413, 060414, 060415, 060417, 060418, 060501, 060602, 060806, 060901, 061004, 061005, 061201, 061301, 061501, 061602, 061701, 062101, 062201, 062501, 062601, 062701, 063001, 063101, 063201, 063301, 070118, 070119, 080109, 090122, 090130, 090222, 090227, 100106, 100108, 100110, 100111, 100112, 100120, 100121, 100122, 100123, 100124, 100302, 101001, 101101"
"O3_1983",FALSE,FALSE,TRUE,"030115, 030116, 040202, 040203, 040204, 050102, 050103, 050104, 050108, 050109, 050110, 050112, 050113, 050115, 050116, 050304, 050306, 050307, 060101, 060104, 060105, 060204, 060402, 060403, 060410, 060413, 060414, 060415, 060417, 060418, 060501, 060602, 060706, 060806, 060901, 061004, 061005, 061201, 061301, 061501, 061602, 061701, 062101, 062201, 062401, 062501, 062601, 062701, 063001, 063101, 063201, 063301, 063401, 070118, 070119, 080109, 090122, 090130, 090222, 090227, 100106, 100108, 100110, 100111, 100112, 100120, 100121, 100122, 100123, 100124, 100127, 100302, 100303, 101001, 101101"
"O3_1984",FALSE,FALSE,TRUE,"030115, 030116, 040202, 040203, 050102, 050103, 050104, 050109, 050110, 050112, 050113, 050115, 050116, 050119, 050306, 050307, 051401, 060101, 060104, 060204, 060402, 060403, 060410, 060413, 060414, 060415, 060417, 060418, 060501, 060602, 060706, 060806, 060901, 061004, 061005, 061201, 061301, 061501, 061602, 061701, 062101, 062201, 062401, 062501, 062601, 062701, 063001, 063101, 063201, 063301, 070118, 070119, 080109, 080209, 090122, 090130, 090222, 090227, 100106, 100108, 100110, 100111, 100112, 100120, 100121, 100122, 100123, 100124, 100125, 100126, 100127, 100303, 100601, 101001, 101101"
"O3_1985",FALSE,FALSE,TRUE,"030115, 030116, 040202, 040203, 050102, 050103, 050104, 050109, 050110, 050112, 050113, 050115, 050116, 050119, 050306, 050307, 060101, 060104, 060204, 060402, 060403, 060410, 060413, 060414, 060415, 060417, 060418, 060419, 060501, 060513, 060514, 060515, 060602, 060706, 060806, 060901, 061004, 061005, 061201, 061301, 061501, 061602, 061701, 062101, 062201, 062401, 062501, 062601, 062701, 063001, 063101, 063201, 063301, 063401, 070118, 070119, 080109, 080209, 090122, 090130, 090222, 090227, 100106, 100108, 100110, 100111, 100112, 100120, 100121, 100122, 100123, 100124, 100125, 100126, 100127, 100303, 100601, 101001, 101101, 101201"
"O3_1986",FALSE,FALSE,TRUE,"030115, 030601, 040202, 040203, 040501, 050102, 050103, 050104, 050109, 050110, 050112, 050113, 050115, 050116, 050119, 050306, 050307, 051401, 060101, 060104, 060204, 060402, 060403, 060410, 060413, 060414, 060415, 060417, 060418, 060419, 060501, 060513, 060514, 060515, 060602, 060706, 060806, 060807, 060901, 061004, 061005, 061201, 061301, 061501, 061602, 061701, 061802, 062101, 062201, 062401, 062501, 062601, 062701, 063001, 063101, 063201, 063301, 063401, 070118, 070119, 080109, 080110, 080209, 090122, 090130, 090222, 090227, 090701, 100106, 100108, 100110, 100111, 100112, 100118, 100120, 100121, 100122, 100123, 100124, 100125, 100126, 100127, 100128, 100130, 100131, 100303, 100601, 101001, 101101, 101201"
"O3_1987",FALSE,FALSE,TRUE,"030115, 030117, 030601, 040202, 040203, 040501, 040601, 050102, 050103, 050104, 050109, 050110, 050112, 050113, 050115, 050116, 050119, 050306, 050307, 051401, 051501, 051601, 051701, 060101, 060104, 060204, 060402, 060403, 060410, 060413, 060415, 060417, 060418, 060419, 060501, 060512, 060513, 060514, 060515, 060602, 060706, 060707, 060807, 060901, 061004, 061005, 061201, 061501, 061602, 061701, 061802, 062101, 062201, 062401, 062501, 062601, 062701, 063001, 063101, 063201, 063301, 070118, 070119, 070203, 080110, 080209, 090122, 090130, 090222, 090227, 090701, 100108, 100110, 100111, 100112, 100118, 100120, 100121, 100122, 100123, 100124, 100125, 100126, 100127, 100128, 100129, 100130, 100131, 100303, 100601, 100701, 101001, 101101, 101201"
"O3_1988",FALSE,FALSE,TRUE,"030117, 030601, 040202, 040203, 040501, 040601, 050102, 050103, 050104, 050109, 050110, 050112, 050113, 050115, 050116, 050119, 050120, 050306, 050307, 054001, 054201, 060101, 060104, 060204, 060402, 060403, 060410, 060413, 060415, 060417, 060418, 060419, 060420, 060421, 060422, 060423, 060512, 060513, 060514, 060515, 060602, 060607, 060707, 060807, 060901, 061004, 061005, 061201, 061302, 061501, 061602, 061701, 061802, 062101, 062201, 062401, 062501, 062601, 062701, 062801, 062901, 063001, 063101, 063201, 063301, 063401, 063601, 064101, 064201, 064301, 070118, 070119, 070203, 080110, 080209, 090122, 090130, 090222, 090227, 090701, 100108, 100110, 100111, 100112, 100118, 100120, 100121, 100122, 100123, 100124, 100125, 100126, 100127, 100128, 100129, 100130, 100303, 100701, 101001, 101101, 101201"
